,ZZEX_TREND_PERIOD1,ZZEX_TREND_PERIOD2,ZZEX_TREND_ENTITY,ZZEX_TREND_ID,ZZEX_TREND_RISK_ID,ZZEX_TREND_RISK_T_P1,ZZEX_TREND_RISK_T_P2,ZZEX_TREND_RISK_STATUS_P1,ZZEX_TREND_RISK_STATUS_P2,ZZEX_TREND_RISK_CHANGE_BY_P1,ZZEX_TREND_RISK_CHANGE_BY_P2,ZZEX_TREND_RISK_CHANGE_ON_P1,ZZEX_TREND_RISK_CHANGE_ON_P2,ZZEX_TREND_REP_CONTROL_ID_P1,ZZEX_TREND_REP_CONTROL_ID_P2,ZZEX_TREND_REFCRISK_P1,ZZEX_TREND_REFCRISK_P2,ZZEX_TREND_DISTRIB_METHOD_P1,ZZEX_TREND_DISTRIB_METHOD_P2,ZZEX_TREND_DISTRIB_T_METHOD_P1,ZZEX_TREND_DISTRIB_T_METHOD_P2,ZZEX_TREND_RISK_IS_LOCAL_P1,ZZEX_TREND_ORG_P1,ZZEX_TREND_ORG_P2,ZZEX_TREND_ORG_T_P1,ZZEX_TREND_ORG_T_P2,ZZEX_TREND_PARENT_OBJTYPE_P1,ZZEX_TREND_PARENT_OBJTYPE_P2,ZZEX_TREND_RISK_OWN_P1,ZZEX_TREND_RISK_OWN_P2,ZZEX_TREND_RISK_TYPE_P1,ZZEX_TREND_RISK_TYPE_P2,ZZEX_TREND_RISK_TYPE_T_P1,ZZEX_TREND_RISK_TYPE_T_P2,ZZEX_TREND_RISK_VALID_FROM_P1,ZZEX_TREND_RISK_VALID_FROM_P2,ZZEX_TREND_RISK_VALID_TO_P1,ZZEX_TREND_RISK_VALID_TO_P2,ZZEX_TREND_ANA_INH_IML_P1,ZZEX_TREND_ANA_INH_IML_P2,ZZEX_TREND_ANA_INH_IML_T_P1,ZZEX_TREND_ANA_INH_IML_T_P2,ZZEX_TREND_ANA_INH_IMS_P1,ZZEX_TREND_ANA_INH_IMS_P2,ZZEX_TREND_ANA_INH_PRB_P1,ZZEX_TREND_ANA_INH_PRB_P2,ZZEX_TREND_ANA_INH_PRL_P1,ZZEX_TREND_ANA_INH_PRL_P2,ZZEX_TREND_ANA_INH_PRL_T_P1,ZZEX_TREND_ANA_INH_PRL_T_P2,ZZEX_TREND_ANA_INH_PRS_P1,ZZEX_TREND_ANA_INH_PRS_P2,ZZEX_TREND_ANA_INH_RSL_P1,ZZEX_TREND_ANA_INH_RSL_P2,ZZEX_TREND_ANA_INH_RSL_T_P1,ZZEX_TREND_ANA_INH_RSL_T_P2,ZZEX_TREND_ANA_INH_RSS_P1,ZZEX_TREND_ANA_INH_RSS_P2,ZZEX_TREND_ANA_RSA_IML_P1,ZZEX_TREND_ANA_RSA_IML_P2,ZZEX_TREND_ANA_RSA_IML_T_P1,ZZEX_TREND_ANA_RSA_IML_T_P2,ZZEX_TREND_ANA_RSA_IMS_P1,ZZEX_TREND_ANA_RSA_IMS_P2,ZZEX_TREND_ANA_RSA_PRB_P1,ZZEX_TREND_ANA_RSA_PRB_P2,ZZEX_TREND_ANA_RSA_PRL_P1,ZZEX_TREND_ANA_RSA_PRL_P2,ZZEX_TREND_ANA_RSA_PRL_T_P1,ZZEX_TREND_ANA_RSA_PRL_T_P2,ZZEX_TREND_ANA_RSA_PRS_P1,ZZEX_TREND_ANA_RSA_PRS_P2,ZZEX_TREND_ANA_RSA_RSL_P1,ZZEX_TREND_ANA_RSA_RSL_P2,ZZEX_TREND_ANA_RSA_RSL_T_P1,ZZEX_TREND_ANA_RSA_RSL_T_P2,ZZEX_TREND_ANA_RSA_RSS_P1,ZZEX_TREND_ANA_RSA_RSS_P2,ZZEX_TREND_ANA_RSP_IML_P1,ZZEX_TREND_ANA_RSP_IML_P2,ZZEX_TREND_ANA_RSP_IML_T_P1,ZZEX_TREND_ANA_RSP_IML_T_P2,ZZEX_TREND_ANA_RSP_IMS_P1,ZZEX_TREND_ANA_RSP_IMS_P2,ZZEX_TREND_ANA_RSP_PRB_P1,ZZEX_TREND_ANA_RSP_PRB_P2,ZZEX_TREND_ANA_RSP_PRL_P1,ZZEX_TREND_ANA_RSP_PRL_P2,ZZEX_TREND_ANA_RSP_PRL_T_P1,ZZEX_TREND_ANA_RSP_PRL_T_P2,ZZEX_TREND_ANA_RSP_PRS_P1,ZZEX_TREND_ANA_RSP_PRS_P2,ZZEX_TREND_ANA_RSP_RSL_P1,ZZEX_TREND_ANA_RSP_RSL_P2,ZZEX_TREND_ANA_RSP_RSL_T_P1,ZZEX_TREND_ANA_RSP_RSL_T_P2,ZZEX_TREND_ANA_RSP_RSS_T_P1,ZZEX_TREND_ANA_RSP_RSS_T_P2,ZZEX_TREND_RISK_RISK_LEVEL_P1,ZZEX_TREND_RISK_RISK_LEVEL_P2,ZZEX_TREND_RISK_RISK_LEVEL_TP1,ZZEX_TREND_RISK_RISK_LEVEL_TP2,ODQ_CHANGEMODE,ODQ_ENTITYCNTR,LOAD_DATE
753,1/01/2021,1/07/2021,RS,,50010242,Labour unrest,Labour unrest,Active,Active,20028613,20028613,15/04/2019,15/04/2019,,,50000843,50000843,X,X,Copy,Copy,X,50010357,50010357,,,ORGUNIT,ORGUNIT,20013872,20013872,0BOWTIE,0BOWTIE,Operational,,19/02/2018,19/02/2018,31/12/9999,31/12/9999,2,2,Minor,Minor,30,30,60,60,60,60,Possible,Possible,0.6,0.6,M,M,Medium,Medium,18,18,1,1,Insignificant,Insignificant,8.75,8.75,52,52,52,52,Possible,Possible,0.52,0.52,L,L,Low,Low,4.55,4.55,1,1,Insignificant,Insignificant,6.25,6.25,50.5,50.5,50,50,Possible,,0.505,0.505,L,L,Low,Low,3.15625,3.15625,L,L,Low,Low,,0,59:03.4
754,1/01/2021,1/07/2021,RS,,50010243,"Plant, property and equipment fire","Plant, property and equipment fire",Active,Active,20028613,20028613,15/04/2019,15/04/2019,,,50000855,50000855,X,X,Copy,Copy,X,50010357,50010357,,,ORGUNIT,ORGUNIT,20013872,20013872,0BOWTIE,0BOWTIE,Operational,,19/02/2018,19/02/2018,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,100,100,36,36,36,36,Possible,Possible,0.36,0.36,VH,VH,Very High,Very High,36,36,5,5,Catastrophic,Catastrophic,100,100,7.5,7.5,7,7,Rare,Rare,0.075,0.075,VH,VH,Very High,Very High,7.5,7.5,5,5,Catastrophic,Catastrophic,100,100,7.5,7.5,7,7,Rare,,0.075,0.075,VH,VH,Very High,Very High,7.5,7.5,VH,VH,Very High,Very High,,0,59:03.4
755,1/01/2021,1/07/2021,RS,,50010244,Inability to protect IP,Inability to protect IP,Active,Active,20028613,20028613,18/04/2019,18/04/2019,,,50002025,50002025,X,X,Copy,Copy,X,50009891,50009891,,,ORGUNIT,ORGUNIT,9255034,9255034,0BOWTIE,0BOWTIE,Operational,,19/02/2018,19/02/2018,31/12/9999,31/12/9999,4,4,Major,Major,80,80,50,50,50,50,Possible,Possible,0.5,0.5,VH,VH,Very High,Very High,40,40,4,4,Major,Major,80,80,33,33,33,33,Unlikely,Unlikely,0.33,0.33,H,H,High,High,26.4,26.4,4,4,Major,Major,80,80,22.5,22.5,22,22,Unlikely,,0.225,0.225,H,H,High,High,18,18,H,H,High,High,,0,59:03.4
756,1/01/2021,1/07/2021,RS,,50010246,Market competition,Market competition,Active,Active,20028613,20028613,18/04/2019,18/04/2019,,,50000883,50000883,X,X,Copy,Copy,X,50009891,50009891,,,ORGUNIT,ORGUNIT,9255034,9255034,0BOWTIE,0BOWTIE,Operational,,19/02/2018,19/02/2018,31/12/9999,31/12/9999,3,3,Moderate,Moderate,60,60,60,60,60,60,Possible,Possible,0.6,0.6,H,H,High,High,36,36,3,3,Moderate,Moderate,60,60,50.5,50.5,50,50,Possible,Possible,0.505,0.505,H,H,High,High,30.3,30.3,3,3,Moderate,Moderate,60,60,46.25,46.25,46,46,Possible,,0.4625,0.4625,H,H,High,High,27.75,27.75,H,H,High,High,,0,59:03.4
757,1/01/2021,1/07/2021,RS,,50010260,Failure to achieve project strategy,Failure to achieve project strategy,Active,Active,20050301,20050301,19/02/2018,19/02/2018,,,50009892,50009892,X,X,Copy,Copy,X,50006739,50006739,,,ORGUNIT,ORGUNIT,20050301,20050301,0BOWTIE,0BOWTIE,Operational,,19/02/2018,19/02/2018,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,90,90,80,80,80,80,Likely,Likely,0.8,0.8,VH,VH,Very High,Very High,72,72,5,5,Catastrophic,Catastrophic,90,90,80,80,80,80,Likely,Likely,0.8,0.8,VH,VH,Very High,Very High,72,72,5,5,Catastrophic,Catastrophic,90,90,80,80,80,80,Likely,,0.8,0.8,VH,VH,Very High,Very High,72,72,VH,VH,Very High,Very High,,0,59:03.4
758,1/01/2021,1/07/2021,RS,,50010265,Project delivery delays,Project delivery delays,Active,Active,20050301,20050301,19/02/2018,19/02/2018,,,50000758,50000758,X,X,Copy,Copy,X,50006739,50006739,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,19/02/2018,19/02/2018,31/12/9999,31/12/9999,3,3,Moderate,Moderate,50,50,81,81,81,81,Almost Certain,Almost Certain,0.81,0.81,VH,VH,Very High,Very High,40.5,40.5,3,3,Moderate,Moderate,50,50,81,81,81,81,Almost Certain,Almost Certain,0.81,0.81,VH,VH,Very High,Very High,40.5,40.5,3,3,Moderate,Moderate,50,50,61,61,61,61,Likely,,0.61,0.61,H,H,High,High,30.5,30.5,VH,VH,Very High,Very High,,0,59:03.4
759,1/01/2021,1/07/2021,RS,,50010267,Non-compliance to waste regulation,Non-compliance to waste regulation,Active,Active,20061591,20061591,19/02/2018,19/02/2018,,,50000798,50000798,X,X,Copy,Copy,X,50008158,50008158,,,ORGUNIT,ORGUNIT,20061591,20061591,0BOWTIE,0BOWTIE,Operational,,19/02/2018,19/02/2018,31/12/9999,31/12/9999,1,1,Insignificant,Insignificant,0,0,90,90,90,90,Almost Certain,Almost Certain,0.9,0.9,H,H,High,High,0,0,1,1,Insignificant,Insignificant,0,0,90,90,90,90,Almost Certain,Almost Certain,0.9,0.9,H,H,High,High,0,0,1,1,Insignificant,Insignificant,0,0,90,90,90,90,Almost Certain,,0.9,0.9,H,H,High,High,0,0,H,H,High,High,,0,59:03.4
760,1/01/2021,1/07/2021,RS,,50010268,Extraordinary rainfall,Extraordinary rainfall,Active,Active,20068490,20068490,11/06/2019,11/06/2019,,,50001941,50001941,X,X,Copy,Copy,X,50006739,50006739,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,19/02/2018,19/02/2018,31/12/9999,31/12/9999,3,3,Moderate,Moderate,50,50,40,40,40,40,Possible,Possible,0.4,0.4,H,H,High,High,20,20,3,3,Moderate,Moderate,50,50,40,40,40,40,Possible,Possible,0.4,0.4,H,H,High,High,20,20,1,1,Insignificant,Insignificant,10,10,40,40,40,40,Possible,,0.4,0.4,L,L,Low,Low,4,4,H,H,High,High,,0,59:03.4
761,1/01/2021,1/07/2021,RS,,50010271,Consistency of construction quality,Consistency of construction quality,Active,Active,20099125,20099125,26/07/2021,26/07/2021,,,0,0,,,None,None,X,50008703,50008703,,,ORGUNIT,ORGUNIT,20104726,20013975,0BOWTIE,0BOWTIE,Operational,,20/02/2018,20/02/2018,31/12/9999,31/12/9999,3,3,Moderate,Moderate,55,55,65,65,65,65,Likely,Likely,0.65,0.65,H,H,High,High,35.75,35.75,3,3,Moderate,Moderate,55,40.5,65,45,65,45,Likely,Possible,0.65,0.45,H,H,High,High,35.75,18.225,3,2,Moderate,Minor,55,35,65,25,65,25,Unlikely,,0.65,0.25,H,L,High,Low,35.75,8.75,H,H,High,High,,0,59:03.4
762,1/01/2021,1/07/2021,RS,,50010310,Risk: NEMA,Risk: NEMA,Active,Active,20073382,20073382,26/02/2018,26/02/2018,,,50009518,50009518,X,X,Copy,Copy,X,50008158,50008158,,,ORGUNIT,ORGUNIT,20061591,20061591,0BOWTIE,0BOWTIE,Operational,,26/02/2018,26/02/2018,31/12/9999,31/12/9999,5,5,Catastrophic,Catastrophic,90,90,70,70,70,70,Likely,Likely,0.7,0.7,VH,VH,Very High,Very High,63,63,5,5,Catastrophic,Catastrophic,90,90,70,70,70,70,Likely,Likely,0.7,0.7,VH,VH,Very High,Very High,63,63,5,5,Catastrophic,Catastrophic,90,90,30,30,30,30,Unlikely,,0.3,0.3,VH,VH,Very High,Very High,27,27,VH,VH,Very High,Very High,,0,59:03.4
763,1/01/2021,1/07/2021,RS,,50010311,Unapproved budget,Unapproved budget,Active,Active,20073382,20073382,26/02/2018,26/02/2018,,,50009164,50009164,X,X,Copy,Copy,X,50008158,50008158,,,ORGUNIT,ORGUNIT,20061591,20061591,0BOWTIE,0BOWTIE,Operational,,26/02/2018,26/02/2018,31/12/9999,31/12/9999,4,4,Major,Major,80,80,90,90,90,90,Almost Certain,Almost Certain,0.9,0.9,VH,VH,Very High,Very High,72,72,4,4,Major,Major,80,80,90,90,90,90,Almost Certain,Almost Certain,0.9,0.9,VH,VH,Very High,Very High,72,72,4,4,Major,Major,80,80,90,90,90,90,Almost Certain,,0.9,0.9,VH,VH,Very High,Very High,72,72,VH,VH,Very High,Very High,,0,59:03.4
764,1/01/2021,1/07/2021,RS,,50010312,Public strike during construction,Public strike during construction,Active,Active,20073382,20073382,26/02/2018,26/02/2018,,,0,0,,,None,None,X,50008158,50008158,,,ORGUNIT,ORGUNIT,20073382,20073382,0BOWTIE,0BOWTIE,Operational,,26/02/2018,26/02/2018,31/12/9999,31/12/9999,4,4,Major,Major,80,80,70,70,70,70,Likely,Likely,0.7,0.7,VH,VH,Very High,Very High,56,56,4,4,Major,Major,80,80,70,70,70,70,Likely,Likely,0.7,0.7,VH,VH,Very High,Very High,56,56,4,4,Major,Major,80,80,70,70,70,70,Likely,,0.7,0.7,VH,VH,Very High,Very High,56,56,VH,VH,Very High,Very High,,0,59:03.4
765,1/01/2021,1/07/2021,RS,,50010313,SCM tender timelines,SCM tender timelines,Active,Active,20073382,20073382,13/03/2018,13/03/2018,,,0,0,,,None,None,X,50008158,50008158,,,ORGUNIT,ORGUNIT,20061591,20061591,0BOWTIE,0BOWTIE,Operational,,26/02/2018,26/02/2018,31/12/9999,31/12/9999,4,4,Major,Major,80,80,60,60,60,60,Possible,Possible,0.6,0.6,VH,VH,Very High,Very High,48,48,4,4,Major,Major,80,80,49,49,49,49,Possible,Possible,0.49,0.49,VH,VH,Very High,Very High,39.2,39.2,4,4,Major,Major,80,80,46,46,46,46,Possible,,0.46,0.46,VH,VH,Very High,Very High,36.8,36.8,VH,VH,Very High,Very High,,0,59:03.4
766,1/01/2021,1/07/2021,RS,,50010314,Construction TMP - Public road,Construction TMP - Public road,Active,Active,20073382,20073382,13/03/2018,13/03/2018,,,0,0,,,None,None,X,50008158,50008158,,,ORGUNIT,ORGUNIT,20073382,20061591,0BOWTIE,0BOWTIE,Operational,,26/02/2018,26/02/2018,31/12/9999,31/12/9999,4,4,Major,Major,80,80,90,90,90,90,Almost Certain,Almost Certain,0.9,0.9,VH,VH,Very High,Very High,72,72,4,4,Major,Major,80,80,90,90,90,90,Almost Certain,Almost Certain,0.9,0.9,VH,VH,Very High,Very High,72,72,4,4,Major,Major,80,80,34,34,34,34,Unlikely,,0.34,0.34,H,H,High,High,27.2,27.2,VH,VH,Very High,Very High,,0,59:03.4
767,1/01/2021,1/07/2021,RS,,50010335,Offset land not available.,Offset land not available.,Active,Active,20028613,20028613,6/03/2018,6/03/2018,,,50001850,50001850,X,X,Copy,Copy,X,50008041,50008041,,,ORGUNIT,ORGUNIT,8110216,8110216,0BOWTIE,0BOWTIE,Operational,,6/03/2018,6/03/2018,31/12/9999,31/12/9999,3,3,Moderate,Moderate,60,60,50,50,50,50,Possible,Possible,0.5,0.5,H,H,High,High,30,30,3,3,Moderate,Moderate,60,60,50,50,50,50,Possible,Possible,0.5,0.5,H,H,High,High,30,30,3,3,Moderate,Moderate,60,60,24.5,24.5,24,24,Unlikely,,0.245,0.245,M,M,Medium,Medium,14.7,14.7,H,H,High,High,,0,59:03.4
768,1/01/2021,1/07/2021,RS,,50010462,Human Resource Continuity,Human Resource Continuity,Active,Active,20094228,20094228,14/01/2020,14/01/2020,,,50000839,50000839,X,X,Copy,Copy,X,50004229,50004229,,,ORGUNIT,ORGUNIT,20013294,20013294,0BOWTIE,0BOWTIE,Operational,,15/03/2018,15/03/2018,31/12/9999,31/12/9999,2,2,Minor,Minor,20,20,60,60,60,60,Possible,Possible,0.6,0.6,M,M,Medium,Medium,12,12,1,1,Insignificant,Insignificant,10.5,10.5,54.85,54.85,54,54,Possible,Possible,0.5485,0.5485,L,L,Low,Low,5.75925,5.75925,1,1,Insignificant,Insignificant,4.2,4.2,49.2,49.2,49,49,Possible,,0.492,0.492,L,L,Low,Low,2.0664,2.0664,L,L,Low,Low,,0,59:03.4
769,1/01/2021,1/07/2021,RS,,50010464,Depletion of contingency,Depletion of contingency,Active,Active,20099125,20099125,17/12/2020,17/12/2020,,,0,0,,,None,None,X,50008703,50008703,,,ORGUNIT,ORGUNIT,20073498,20073498,0BOWTIE,0BOWTIE,Operational,,19/03/2018,19/03/2018,31/12/9999,31/12/9999,4,4,Major,Major,70,70,65,65,65,65,Likely,Likely,0.65,0.65,VH,VH,Very High,Very High,45.5,45.5,3,3,Moderate,Moderate,51.25,51.25,28.25,28.25,28,28,Unlikely,Unlikely,0.2825,0.2825,M,M,Medium,Medium,14.47813,14.47813,3,3,Moderate,Moderate,45,45,20,20,20,20,Unlikely,,0.2,0.2,M,M,Medium,Medium,9,9,M,M,Medium,Medium,,0,59:03.4
770,1/01/2021,1/07/2021,RS,,50010466,Equipment not fit for purpose,Equipment not fit for purpose,Active,Active,1402335,1402335,19/03/2018,19/03/2018,,,50004699,50004699,X,X,Copy,Copy,X,50010384,50010384,,,ORGUNIT,ORGUNIT,6152868,6152868,0BOWTIE,0BOWTIE,Operational,,19/03/2018,19/03/2018,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
771,1/01/2021,1/07/2021,RS,,50010467,Unavailability electrical infrastructure,Unavailability electrical infrastructure,Active,Active,1402335,1402335,19/03/2018,19/03/2018,,,50002028,50002028,X,X,Copy,Copy,X,50010384,50010384,,,ORGUNIT,ORGUNIT,6152868,6152868,0BOWTIE,0BOWTIE,Operational,,19/03/2018,19/03/2018,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
772,1/01/2021,1/07/2021,RS,,50010468,Motor Vehicle accidents on route to site,Motor Vehicle accidents on route to site,Active,Active,1402335,1402335,19/03/2018,19/03/2018,,,50002016,50002016,X,X,Copy,Copy,X,50010384,50010384,,,ORGUNIT,ORGUNIT,6152868,6152868,0BOWTIE,0BOWTIE,Operational,,19/03/2018,19/03/2018,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
773,1/01/2021,1/07/2021,RS,,50010469,Damaged assets and stock,Damaged assets and stock,Active,Active,1402335,1402335,19/03/2018,19/03/2018,,,50004594,50004594,X,X,Copy,Copy,X,50010384,50010384,,,ORGUNIT,ORGUNIT,6152868,6152868,0BOWTIE,0BOWTIE,Operational,,19/03/2018,19/03/2018,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
774,1/01/2021,1/07/2021,RS,,50010470,TCWF in breach of multiple agreements,TCWF in breach of multiple agreements,Active,Active,1402335,1402335,19/03/2018,19/03/2018,,,50001991,50001991,X,X,Copy,Copy,X,50010384,50010384,,,ORGUNIT,ORGUNIT,6152868,6152868,0BOWTIE,0BOWTIE,Operational,,19/03/2018,19/03/2018,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
775,1/01/2021,1/07/2021,RS,,50010472,Community unrest,Community unrest,Active,Active,1402335,1402335,19/03/2018,19/03/2018,,,50000785,50000785,X,X,Copy,Copy,X,50010384,50010384,,,ORGUNIT,ORGUNIT,6152868,6152868,0BOWTIE,0BOWTIE,Operational,,19/03/2018,19/03/2018,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
776,1/01/2021,1/07/2021,RS,,50010473,Fire hazard at substation & facility,Fire hazard at substation & facility,Active,Active,1402335,1402335,19/03/2018,19/03/2018,,,50000855,50000855,X,X,Copy,Copy,X,50010384,50010384,,,ORGUNIT,ORGUNIT,6152868,6152868,0BOWTIE,0BOWTIE,Operational,,19/03/2018,19/03/2018,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
777,1/01/2021,1/07/2021,RS,,50010474,Non-performance against financial model,Non-performance against financial model,Active,Active,1402335,1402335,19/03/2018,19/03/2018,,,50002707,50002707,X,X,Copy,Copy,X,50010384,50010384,,,ORGUNIT,ORGUNIT,6152868,6152868,0BOWTIE,0BOWTIE,Operational,,19/03/2018,19/03/2018,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
778,1/01/2021,1/07/2021,RS,,50010475,Non-compliance to OHSA,Non-compliance to OHSA,Active,Active,1402335,1402335,19/03/2018,19/03/2018,,,50010218,50010218,X,X,Copy,Copy,X,50010384,50010384,,,ORGUNIT,ORGUNIT,6152868,6152868,0BOWTIE,0BOWTIE,Operational,,19/03/2018,19/03/2018,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
779,1/01/2021,1/07/2021,RS,,50010476,Non-compliance to EMPr,Non-compliance to EMPr,Active,Active,1402335,1402335,19/03/2018,19/03/2018,,,50001942,50001942,X,X,Copy,Copy,X,50010384,50010384,,,ORGUNIT,ORGUNIT,6152868,6152868,0BOWTIE,0BOWTIE,Operational,,19/03/2018,19/03/2018,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
780,1/01/2021,1/07/2021,RS,,50010477,Theft of property,Theft of property,Active,Active,1402335,1402335,19/03/2018,19/03/2018,,,50002022,50002022,X,X,Copy,Copy,X,50010384,50010384,,,ORGUNIT,ORGUNIT,6152868,6152868,0BOWTIE,0BOWTIE,Operational,,19/03/2018,19/03/2018,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
781,1/01/2021,1/07/2021,RS,,50010478,Physical damage to property,Physical damage to property,Active,Active,1402335,1402335,19/03/2018,19/03/2018,,,50002020,50002020,X,X,Copy,Copy,X,50010384,50010384,,,ORGUNIT,ORGUNIT,,,0BOWTIE,0BOWTIE,Operational,,19/03/2018,19/03/2018,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
782,1/01/2021,1/07/2021,RS,,50010479,Skills shortage,Skills shortage,Active,Active,1402335,1402335,19/03/2018,19/03/2018,,,50000839,50000839,X,X,Copy,Copy,X,50010384,50010384,,,ORGUNIT,ORGUNIT,6152868,6152868,0BOWTIE,0BOWTIE,Operational,,19/03/2018,19/03/2018,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
783,1/01/2021,1/07/2021,RS,,50010480,Unavailability of IT infr & applications,Unavailability of IT infr & applications,Active,Active,1402335,1402335,19/03/2018,19/03/2018,,,50004148,50004148,X,X,Copy,Copy,X,50010384,50010384,,,ORGUNIT,ORGUNIT,6152868,6152868,0BOWTIE,0BOWTIE,Operational,,19/03/2018,19/03/2018,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
784,1/01/2021,1/07/2021,RS,,50010481,Equipment not fit for purpose,Equipment not fit for purpose,Active,Active,1402335,1402335,19/03/2018,19/03/2018,,,50004699,50004699,X,X,Copy,Copy,X,50010384,50010384,,,ORGUNIT,ORGUNIT,6152868,6152868,0BOWTIE,0BOWTIE,Operational,,19/03/2018,19/03/2018,31/12/9999,31/12/9999,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,,,,0,0,,,,,,0,59:03.4
785,1/01/2021,1/07/2021,RS,,50010511,Client delays sign-off of work,Client delays sign-off of work,Active,Active,20032142,20032142,8/07/2021,8/07/2021,,,50000758,50000758,X,X,Copy,Copy,X,50008084,50008084,,,ORGUNIT,ORGUNIT,20101900,20101900,0BOWTIE,0BOWTIE,Operational,,27/03/2018,27/03/2018,8/07/2021,8/07/2021,3,3,Moderate,Moderate,60,60,70,80,70,80,Likely,Likely,0.7,0.8,H,H,High,High,42,48,3,3,Moderate,Moderate,54.5,45.5,44,45,44,45,Possible,Possible,0.44,0.45,H,H,High,High,23.98,20.475,3,3,Moderate,Moderate,39.5,39.5,29,39,29,39,Possible,,0.29,0.39,M,H,Medium,High,11.455,15.405,H,H,High,High,,0,59:03.4
786,1/01/2021,1/07/2021,RS,,50010515,Contractor non-performance,Contractor non-performance,Active,Active,20032142,20032142,8/07/2021,8/07/2021,,,50000758,50000758,X,X,Copy,Copy,X,50008084,50008084,,,ORGUNIT,ORGUNIT,20101900,20101900,0BOWTIE,0BOWTIE,Operational,,27/03/2018,27/03/2018,8/07/2021,8/07/2021,4,4,Major,Major,80,80,90,70,90,70,Almost Certain,Likely,0.9,0.7,VH,VH,Very High,Very High,72,56,3,3,Moderate,Moderate,41.75,41.75,56,36,56,36,Possible,Possible,0.56,0.36,H,H,High,High,23.38,15.03,3,3,Moderate,Moderate,41.75,41.75,56,36,56,36,Possible,,0.56,0.36,H,H,High,High,23.38,15.03,H,H,High,High,,0,59:03.4
